Year,indicador-disponível,sériedescrição,província,sexo,idade,área-de-residência,nível-de-educação,ocupação,deficiência,composição-composta,quintil,unit,TIME_DETAIL,Value
2017,N,D35,508,_T,_T,_T,_T,_T,_T,_T,_T,Percent,2017,1.37
