Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,UNIT_MEASURE,UNIT_MULT,TIME_DETAIL,Value
2015,D18,BI,_T,_T,_T,_T,tonne/travailleur,0,2015,1.6
2015,D19,BI,_T,_T,_T,_T,UBT /travailleur,0,2015,5.3
