Year,seriesdescription,area,sex,age,urbanisation,education-level,unit,TIME_DETAIL,Value
2010,D38,BI,F,_T,_T,_T,,2010,10.4
2010,D38,BI,M,_T,_T,_T,,2010,12.1
2014,D39,BI,_T,_T,_T,_T,,2014,2.3
