Year,REF_AREA,TIME_DETAIL,UNIT_MEASURE,SERIES,Value
2011,West Bank,2011,NUMBER,VC_VAW_NONMARR,0.3
2011,Gaza Strip,2011,NUMBER,VC_VAW_NONMARR,0.3
2011,PS,2011,NUMBER,VC_VAW_NONMARR,0.3
