Year,seriesdescription,geoarea,sex,age,urbanisation,unit,scale,Value
2014,SG_DSR_LEGREG,716,_T,_T,_T,,1,1.0
2015,SG_DSR_LEGREG,716,_T,_T,_T,,1,1.0
2016,SG_DSR_LEGREG,716,_T,_T,_T,,1,1.0
2017,SG_DSR_LEGREG,716,_T,_T,_T,,1,1.0
2018,SG_DSR_LEGREG,716,_T,_T,_T,,1,1.0
