Year,seriesdescription,area,sex,age,urbanisation,education-level,unit,scale,Value
2010,D138,BI,_T,_T,_T,_T,,1,6.4
2010,D138,BI,_T,_T,U,_T,,1,4.8
2010,D138,BI,_T,_T,R,_T,,1,6.6
