Year,seriesdescription,area,sex,age,urbanisation,education-level,unit,TIME_DETAIL,Value
2013,BX_TRF_PWKR,BI,_T,_T,_T,_T,,2013,1.5
2014,BX_TRF_PWKR,BI,_T,_T,_T,_T,,2014,1.7
2015,BX_TRF_PWKR,BI,_T,_T,_T,_T,,2015,1.3
2016,BX_TRF_PWKR,BI,_T,_T,_T,_T,,2016,0.7
