Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,ຄ່າທໍານຽມປົກກະຕິ,ຫົວຫນ່ວຍ,ຍັງບໍ່ທັນມີ,FAO estimate,ປະຈໍາປີ,ແຫ່ງຊາດ,Prevalence ຂອງການຂາດສານອາຫານ [2.1.1],Lao People's Democratic Republic,ເປີເຊັນ,16.8
2016,ຄ່າທໍານຽມປົກກະຕິ,ຫົວຫນ່ວຍ,ຍັງບໍ່ທັນມີ,FAO estimate,ປະຈໍາປີ,ແຫ່ງຊາດ,Prevalence ຂອງການຂາດສານອາຫານ [2.1.1],Lao People's Democratic Republic,ເປີເຊັນ,16.7
2017,ຄ່າທໍານຽມປົກກະຕິ,ຫົວຫນ່ວຍ,ຍັງບໍ່ທັນມີ,FAO estimate,ປະຈໍາປີ,ແຫ່ງຊາດ,Prevalence ຂອງການຂາດສານອາຫານ [2.1.1],Lao People's Democratic Republic,ເປີເຊັນ,16.5
2018,ຄ່າທໍານຽມປົກກະຕິ,ຫົວຫນ່ວຍ,ຍັງບໍ່ທັນມີ,FAO estimate,ປະຈໍາປີ,ແຫ່ງຊາດ,Prevalence ຂອງການຂາດສານອາຫານ [2.1.1],Lao People's Democratic Republic,ເປີເຊັນ,16.5
