Year,AREA,TIME_DETAIL,Value
2015,West Bank,2015,0.58
2016,West Bank,2016,0.79
2017,West Bank,2017,0.5
2018,West Bank,2018,
2019,West Bank,2019,0.59
2015,Gaza Strip,2015,0.39
2016,Gaza Strip,2016,0.05
2017,Gaza Strip,2017,0.3
2018,Gaza Strip,2018,0.02
2019,Gaza Strip,2019,0.0
2015,Palestine,2015,0.51
2016,Palestine,2016,0.5
2017,Palestine,2017,0.45
2018,Palestine,2018,0.68
2019,Palestine,2019,0.34
