Year,seriesdescription,area,sex,age,urbanisation,education-level,unit,scale,Value
2018,SE_ADT_ACTS,BI,F,_T,_T,_T,Percent,1,2.4
2018,SE_ADT_ACTS,BI,M,_T,_T,_T,Percent,1,4.1
2014,SE_ADT_ACTS,BI,_T,_T,_T,_T,Percent,1,3.2
2018,SE_ADT_ACTS,BI,_T,_T,U,_T,Percent,1,9.1
2018,SE_ADT_ACTS,BI,_T,_T,R,_T,Percent,1,0.2
