Year,seriesdescription,geoarea,sex,age,location,disability,unit,scale,Value
2016,SL_ISV_IFRM,UG,F,_T,_T,_T,%,1,85.6
2016,SL_ISV_IFRM,UG,M,_T,_T,_T,%,1,84.5
2016,SL_ISV_IFRM,UG,_T,_T,_T,_T,%,1,84.9
