Year,REPORTING_TYPE,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2000,N,2000,SG_SCP_CNTRY,NUMBER,102
2001,N,2001,SG_SCP_CNTRY,NUMBER,203
