Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,UNIT_MEASURE,UNIT_MULT,TIME_DETAIL,Value
2010,D138,BI,_T,_T,_T,_T,,0,2010,6.4
2010,D138,BI,_T,_T,U,_T,,0,2010,4.8
2010,D138,BI,_T,_T,R,_T,,0,2010,6.6
