Year,SEX,REF_AREA,OCCUPATION,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2017,F,PS,ISCO08_3,2017,SL_EMP_EARN,NUMBER,
2018,F,PS,ISCO08_3,2018,SL_EMP_EARN,NUMBER,
2000,F,PS,ISCO08_5,2000,SL_EMP_EARN,NUMBER,
2001,F,PS,ISCO08_5,2001,SL_EMP_EARN,NUMBER,
2002,F,PS,ISCO08_5,2002,SL_EMP_EARN,NUMBER,
2003,F,PS,ISCO08_5,2003,SL_EMP_EARN,NUMBER,
2004,F,PS,ISCO08_5,2004,SL_EMP_EARN,NUMBER,
2005,F,PS,ISCO08_5,2005,SL_EMP_EARN,NUMBER,
2006,F,PS,ISCO08_5,2006,SL_EMP_EARN,NUMBER,
2007,F,PS,ISCO08_5,2007,SL_EMP_EARN,NUMBER,
2008,F,PS,ISCO08_5,2008,SL_EMP_EARN,NUMBER,
2009,F,PS,ISCO08_5,2009,SL_EMP_EARN,NUMBER,
2010,F,PS,ISCO08_5,2010,SL_EMP_EARN,NUMBER,
2011,F,PS,ISCO08_5,2011,SL_EMP_EARN,NUMBER,
2012,F,PS,ISCO08_5,2012,SL_EMP_EARN,NUMBER,
2013,F,PS,ISCO08_5,2013,SL_EMP_EARN,NUMBER,
2014,F,PS,ISCO08_5,2014,SL_EMP_EARN,NUMBER,
2015,F,PS,ISCO08_5,2015,SL_EMP_EARN,NUMBER,
2016,F,PS,ISCO08_5,2016,SL_EMP_EARN,NUMBER,
2017,F,PS,ISCO08_5,2017,SL_EMP_EARN,NUMBER,
2018,F,PS,ISCO08_5,2018,SL_EMP_EARN,NUMBER,
2000,F,PS,ISCO08_6,2000,SL_EMP_EARN,NUMBER,
2001,F,PS,ISCO08_6,2001,SL_EMP_EARN,NUMBER,
2002,F,PS,ISCO08_6,2002,SL_EMP_EARN,NUMBER,
2003,F,PS,ISCO08_6,2003,SL_EMP_EARN,NUMBER,
2004,F,PS,ISCO08_6,2004,SL_EMP_EARN,NUMBER,
2005,F,PS,ISCO08_6,2005,SL_EMP_EARN,NUMBER,
2006,F,PS,ISCO08_6,2006,SL_EMP_EARN,NUMBER,
2007,F,PS,ISCO08_6,2007,SL_EMP_EARN,NUMBER,
2008,F,PS,ISCO08_6,2008,SL_EMP_EARN,NUMBER,
2009,F,PS,ISCO08_6,2009,SL_EMP_EARN,NUMBER,
2010,F,PS,ISCO08_6,2010,SL_EMP_EARN,NUMBER,
2011,F,PS,ISCO08_6,2011,SL_EMP_EARN,NUMBER,
2012,F,PS,ISCO08_6,2012,SL_EMP_EARN,NUMBER,
2013,F,PS,ISCO08_6,2013,SL_EMP_EARN,NUMBER,
2014,F,PS,ISCO08_6,2014,SL_EMP_EARN,NUMBER,
2015,F,PS,ISCO08_6,2015,SL_EMP_EARN,NUMBER,
2016,F,PS,ISCO08_6,2016,SL_EMP_EARN,NUMBER,
2017,F,PS,ISCO08_6,2017,SL_EMP_EARN,NUMBER,
2018,F,PS,ISCO08_6,2018,SL_EMP_EARN,NUMBER,
2000,F,PS,ISCO08_7,2000,SL_EMP_EARN,NUMBER,
2001,F,PS,ISCO08_7,2001,SL_EMP_EARN,NUMBER,
2002,F,PS,ISCO08_7,2002,SL_EMP_EARN,NUMBER,
2003,F,PS,ISCO08_7,2003,SL_EMP_EARN,NUMBER,
2004,F,PS,ISCO08_7,2004,SL_EMP_EARN,NUMBER,
2005,F,PS,ISCO08_7,2005,SL_EMP_EARN,NUMBER,
2006,F,PS,ISCO08_7,2006,SL_EMP_EARN,NUMBER,
2007,F,PS,ISCO08_7,2007,SL_EMP_EARN,NUMBER,
2008,F,PS,ISCO08_7,2008,SL_EMP_EARN,NUMBER,
2009,F,PS,ISCO08_7,2009,SL_EMP_EARN,NUMBER,
2010,F,PS,ISCO08_7,2010,SL_EMP_EARN,NUMBER,
2011,F,PS,ISCO08_7,2011,SL_EMP_EARN,NUMBER,
2012,F,PS,ISCO08_7,2012,SL_EMP_EARN,NUMBER,
2013,F,PS,ISCO08_7,2013,SL_EMP_EARN,NUMBER,
2014,F,PS,ISCO08_7,2014,SL_EMP_EARN,NUMBER,
2015,F,PS,ISCO08_7,2015,SL_EMP_EARN,NUMBER,
2016,F,PS,ISCO08_7,2016,SL_EMP_EARN,NUMBER,
2017,F,PS,ISCO08_7,2017,SL_EMP_EARN,NUMBER,
2018,F,PS,ISCO08_7,2018,SL_EMP_EARN,NUMBER,
2000,F,PS,ISCO88_8,2000,SL_EMP_EARN,NUMBER,
2001,F,PS,ISCO88_8,2001,SL_EMP_EARN,NUMBER,
2002,F,PS,ISCO88_8,2002,SL_EMP_EARN,NUMBER,
2003,F,PS,ISCO88_8,2003,SL_EMP_EARN,NUMBER,
2004,F,PS,ISCO88_8,2004,SL_EMP_EARN,NUMBER,
2005,F,PS,ISCO88_8,2005,SL_EMP_EARN,NUMBER,
2006,F,PS,ISCO88_8,2006,SL_EMP_EARN,NUMBER,
2007,F,PS,ISCO88_8,2007,SL_EMP_EARN,NUMBER,
2008,F,PS,ISCO88_8,2008,SL_EMP_EARN,NUMBER,
2009,F,PS,ISCO88_8,2009,SL_EMP_EARN,NUMBER,
2010,F,PS,ISCO88_8,2010,SL_EMP_EARN,NUMBER,
2011,F,PS,ISCO88_8,2011,SL_EMP_EARN,NUMBER,
2012,F,PS,ISCO88_8,2012,SL_EMP_EARN,NUMBER,
2013,F,PS,ISCO88_8,2013,SL_EMP_EARN,NUMBER,
2014,F,PS,ISCO88_8,2014,SL_EMP_EARN,NUMBER,
2015,F,PS,ISCO88_8,2015,SL_EMP_EARN,NUMBER,
2016,F,PS,ISCO88_8,2016,SL_EMP_EARN,NUMBER,
2017,F,PS,ISCO88_8,2017,SL_EMP_EARN,NUMBER,
2018,F,PS,ISCO88_8,2018,SL_EMP_EARN,NUMBER,
2000,F,PS,ISCO08_9,2000,SL_EMP_EARN,NUMBER,
2001,F,PS,ISCO08_9,2001,SL_EMP_EARN,NUMBER,
2002,F,PS,ISCO08_9,2002,SL_EMP_EARN,NUMBER,
2003,F,PS,ISCO08_9,2003,SL_EMP_EARN,NUMBER,
2004,F,PS,ISCO08_9,2004,SL_EMP_EARN,NUMBER,
2005,F,PS,ISCO08_9,2005,SL_EMP_EARN,NUMBER,
2006,F,PS,ISCO08_9,2006,SL_EMP_EARN,NUMBER,
2007,F,PS,ISCO08_9,2007,SL_EMP_EARN,NUMBER,
2008,F,PS,ISCO08_9,2008,SL_EMP_EARN,NUMBER,
2009,F,PS,ISCO08_9,2009,SL_EMP_EARN,NUMBER,
2010,F,PS,ISCO08_9,2010,SL_EMP_EARN,NUMBER,
2011,F,PS,ISCO08_9,2011,SL_EMP_EARN,NUMBER,
2012,F,PS,ISCO08_9,2012,SL_EMP_EARN,NUMBER,
2013,F,PS,ISCO08_9,2013,SL_EMP_EARN,NUMBER,
2014,F,PS,ISCO08_9,2014,SL_EMP_EARN,NUMBER,
2015,F,PS,ISCO08_9,2015,SL_EMP_EARN,NUMBER,
2016,F,PS,ISCO08_9,2016,SL_EMP_EARN,NUMBER,
2017,F,PS,ISCO08_9,2017,SL_EMP_EARN,NUMBER,
2018,F,PS,ISCO08_9,2018,SL_EMP_EARN,NUMBER,
2000,F,PS,ISCO88_1,2000,SL_EMP_EARN,NUMBER,
2001,F,PS,ISCO88_1,2001,SL_EMP_EARN,NUMBER,
2002,F,PS,ISCO88_1,2002,SL_EMP_EARN,NUMBER,
2003,F,PS,ISCO88_1,2003,SL_EMP_EARN,NUMBER,
2004,F,PS,ISCO88_1,2004,SL_EMP_EARN,NUMBER,
2005,F,PS,ISCO88_1,2005,SL_EMP_EARN,NUMBER,
2006,F,PS,ISCO88_1,2006,SL_EMP_EARN,NUMBER,
2007,F,PS,ISCO88_1,2007,SL_EMP_EARN,NUMBER,
2008,F,PS,ISCO88_1,2008,SL_EMP_EARN,NUMBER,
2009,F,PS,ISCO88_1,2009,SL_EMP_EARN,NUMBER,
2010,F,PS,ISCO88_1,2010,SL_EMP_EARN,NUMBER,
2011,F,PS,ISCO88_1,2011,SL_EMP_EARN,NUMBER,
2012,F,PS,ISCO88_1,2012,SL_EMP_EARN,NUMBER,
2013,F,PS,ISCO88_1,2013,SL_EMP_EARN,NUMBER,
2014,F,PS,ISCO88_1,2014,SL_EMP_EARN,NUMBER,
2015,F,PS,ISCO88_1,2015,SL_EMP_EARN,NUMBER,
2016,F,PS,ISCO88_1,2016,SL_EMP_EARN,NUMBER,
2017,F,PS,ISCO88_1,2017,SL_EMP_EARN,NUMBER,
2018,F,PS,ISCO88_1,2018,SL_EMP_EARN,NUMBER,
2000,_T,West Bank,_T,2000,SL_EMP_EARN,NUMBER,82.8
2001,_T,West Bank,_T,2001,SL_EMP_EARN,NUMBER,79.3
2002,_T,West Bank,_T,2002,SL_EMP_EARN,NUMBER,80.9
2003,_T,West Bank,_T,2003,SL_EMP_EARN,NUMBER,81.8
2004,_T,West Bank,_T,2004,SL_EMP_EARN,NUMBER,81.6
2005,_T,West Bank,_T,2005,SL_EMP_EARN,NUMBER,84.4
2006,_T,West Bank,_T,2006,SL_EMP_EARN,NUMBER,87.5
2007,_T,West Bank,_T,2007,SL_EMP_EARN,NUMBER,88.4
2008,_T,West Bank,_T,2008,SL_EMP_EARN,NUMBER,95.1
2009,_T,West Bank,_T,2009,SL_EMP_EARN,NUMBER,99.3
2010,_T,West Bank,_T,2010,SL_EMP_EARN,NUMBER,102.3
2011,_T,West Bank,_T,2011,SL_EMP_EARN,NUMBER,102.4
2012,_T,West Bank,_T,2012,SL_EMP_EARN,NUMBER,103.9
2013,_T,West Bank,_T,2013,SL_EMP_EARN,NUMBER,110.2
2014,_T,West Bank,_T,2014,SL_EMP_EARN,NUMBER,113.5
2015,_T,West Bank,_T,2015,SL_EMP_EARN,NUMBER,120.6
2016,_T,West Bank,_T,2016,SL_EMP_EARN,NUMBER,128.4
2017,_T,West Bank,_T,2017,SL_EMP_EARN,NUMBER,134.8
2018,_T,West Bank,_T,2018,SL_EMP_EARN,NUMBER,143.6
2000,_T,West Bank,ISCO08_3,2000,SL_EMP_EARN,NUMBER,
2001,_T,West Bank,ISCO08_3,2001,SL_EMP_EARN,NUMBER,
2002,_T,West Bank,ISCO08_3,2002,SL_EMP_EARN,NUMBER,
2003,_T,West Bank,ISCO08_3,2003,SL_EMP_EARN,NUMBER,
2004,_T,West Bank,ISCO08_3,2004,SL_EMP_EARN,NUMBER,
2005,_T,West Bank,ISCO08_3,2005,SL_EMP_EARN,NUMBER,
2006,_T,West Bank,ISCO08_3,2006,SL_EMP_EARN,NUMBER,
2007,_T,West Bank,ISCO08_3,2007,SL_EMP_EARN,NUMBER,
2008,_T,West Bank,ISCO08_3,2008,SL_EMP_EARN,NUMBER,
2009,_T,West Bank,ISCO08_3,2009,SL_EMP_EARN,NUMBER,
2010,_T,West Bank,ISCO08_3,2010,SL_EMP_EARN,NUMBER,
2011,_T,West Bank,ISCO08_3,2011,SL_EMP_EARN,NUMBER,
2012,_T,West Bank,ISCO08_3,2012,SL_EMP_EARN,NUMBER,
2013,_T,West Bank,ISCO08_3,2013,SL_EMP_EARN,NUMBER,
2014,_T,West Bank,ISCO08_3,2014,SL_EMP_EARN,NUMBER,
2015,_T,West Bank,ISCO08_3,2015,SL_EMP_EARN,NUMBER,
2016,_T,West Bank,ISCO08_3,2016,SL_EMP_EARN,NUMBER,
2017,_T,West Bank,ISCO08_3,2017,SL_EMP_EARN,NUMBER,
2018,_T,West Bank,ISCO08_3,2018,SL_EMP_EARN,NUMBER,
2000,_T,West Bank,ISCO08_5,2000,SL_EMP_EARN,NUMBER,
2001,_T,West Bank,ISCO08_5,2001,SL_EMP_EARN,NUMBER,
2002,_T,West Bank,ISCO08_5,2002,SL_EMP_EARN,NUMBER,
2003,_T,West Bank,ISCO08_5,2003,SL_EMP_EARN,NUMBER,
2004,_T,West Bank,ISCO08_5,2004,SL_EMP_EARN,NUMBER,
2005,_T,West Bank,ISCO08_5,2005,SL_EMP_EARN,NUMBER,
2006,_T,West Bank,ISCO08_5,2006,SL_EMP_EARN,NUMBER,
2007,_T,West Bank,ISCO08_5,2007,SL_EMP_EARN,NUMBER,
2008,_T,West Bank,ISCO08_5,2008,SL_EMP_EARN,NUMBER,
2009,_T,West Bank,ISCO08_5,2009,SL_EMP_EARN,NUMBER,
2010,_T,West Bank,ISCO08_5,2010,SL_EMP_EARN,NUMBER,
2011,_T,West Bank,ISCO08_5,2011,SL_EMP_EARN,NUMBER,
2012,_T,West Bank,ISCO08_5,2012,SL_EMP_EARN,NUMBER,
2013,_T,West Bank,ISCO08_5,2013,SL_EMP_EARN,NUMBER,
2014,_T,West Bank,ISCO08_5,2014,SL_EMP_EARN,NUMBER,
2015,_T,West Bank,ISCO08_5,2015,SL_EMP_EARN,NUMBER,
2016,_T,West Bank,ISCO08_5,2016,SL_EMP_EARN,NUMBER,
2017,_T,West Bank,ISCO08_5,2017,SL_EMP_EARN,NUMBER,
2018,_T,West Bank,ISCO08_5,2018,SL_EMP_EARN,NUMBER,
2000,_T,West Bank,ISCO08_6,2000,SL_EMP_EARN,NUMBER,
2001,_T,West Bank,ISCO08_6,2001,SL_EMP_EARN,NUMBER,
2002,_T,West Bank,ISCO08_6,2002,SL_EMP_EARN,NUMBER,
2003,_T,West Bank,ISCO08_6,2003,SL_EMP_EARN,NUMBER,
2004,_T,West Bank,ISCO08_6,2004,SL_EMP_EARN,NUMBER,
2005,_T,West Bank,ISCO08_6,2005,SL_EMP_EARN,NUMBER,
2006,_T,West Bank,ISCO08_6,2006,SL_EMP_EARN,NUMBER,
2007,_T,West Bank,ISCO08_6,2007,SL_EMP_EARN,NUMBER,
2008,_T,West Bank,ISCO08_6,2008,SL_EMP_EARN,NUMBER,
2009,_T,West Bank,ISCO08_6,2009,SL_EMP_EARN,NUMBER,
2010,_T,West Bank,ISCO08_6,2010,SL_EMP_EARN,NUMBER,
2011,_T,West Bank,ISCO08_6,2011,SL_EMP_EARN,NUMBER,
2012,_T,West Bank,ISCO08_6,2012,SL_EMP_EARN,NUMBER,
2013,_T,West Bank,ISCO08_6,2013,SL_EMP_EARN,NUMBER,
2014,_T,West Bank,ISCO08_6,2014,SL_EMP_EARN,NUMBER,
2015,_T,West Bank,ISCO08_6,2015,SL_EMP_EARN,NUMBER,
2016,_T,West Bank,ISCO08_6,2016,SL_EMP_EARN,NUMBER,
2017,_T,West Bank,ISCO08_6,2017,SL_EMP_EARN,NUMBER,
2018,_T,West Bank,ISCO08_6,2018,SL_EMP_EARN,NUMBER,
2000,_T,West Bank,ISCO08_7,2000,SL_EMP_EARN,NUMBER,
2001,_T,West Bank,ISCO08_7,2001,SL_EMP_EARN,NUMBER,
2002,_T,West Bank,ISCO08_7,2002,SL_EMP_EARN,NUMBER,
2003,_T,West Bank,ISCO08_7,2003,SL_EMP_EARN,NUMBER,
2004,_T,West Bank,ISCO08_7,2004,SL_EMP_EARN,NUMBER,
2005,_T,West Bank,ISCO08_7,2005,SL_EMP_EARN,NUMBER,
2006,_T,West Bank,ISCO08_7,2006,SL_EMP_EARN,NUMBER,
2007,_T,West Bank,ISCO08_7,2007,SL_EMP_EARN,NUMBER,
2008,_T,West Bank,ISCO08_7,2008,SL_EMP_EARN,NUMBER,
2009,_T,West Bank,ISCO08_7,2009,SL_EMP_EARN,NUMBER,
2010,_T,West Bank,ISCO08_7,2010,SL_EMP_EARN,NUMBER,
2011,_T,West Bank,ISCO08_7,2011,SL_EMP_EARN,NUMBER,
2012,_T,West Bank,ISCO08_7,2012,SL_EMP_EARN,NUMBER,
2013,_T,West Bank,ISCO08_7,2013,SL_EMP_EARN,NUMBER,
2014,_T,West Bank,ISCO08_7,2014,SL_EMP_EARN,NUMBER,
2015,_T,West Bank,ISCO08_7,2015,SL_EMP_EARN,NUMBER,
2016,_T,West Bank,ISCO08_7,2016,SL_EMP_EARN,NUMBER,
2017,_T,West Bank,ISCO08_7,2017,SL_EMP_EARN,NUMBER,
2018,_T,West Bank,ISCO08_7,2018,SL_EMP_EARN,NUMBER,
2000,_T,West Bank,ISCO88_8,2000,SL_EMP_EARN,NUMBER,
2001,_T,West Bank,ISCO88_8,2001,SL_EMP_EARN,NUMBER,
2002,_T,West Bank,ISCO88_8,2002,SL_EMP_EARN,NUMBER,
2003,_T,West Bank,ISCO88_8,2003,SL_EMP_EARN,NUMBER,
2004,_T,West Bank,ISCO88_8,2004,SL_EMP_EARN,NUMBER,
2005,_T,West Bank,ISCO88_8,2005,SL_EMP_EARN,NUMBER,
2006,_T,West Bank,ISCO88_8,2006,SL_EMP_EARN,NUMBER,
2007,_T,West Bank,ISCO88_8,2007,SL_EMP_EARN,NUMBER,
2008,_T,West Bank,ISCO88_8,2008,SL_EMP_EARN,NUMBER,
2009,_T,West Bank,ISCO88_8,2009,SL_EMP_EARN,NUMBER,
2010,_T,West Bank,ISCO88_8,2010,SL_EMP_EARN,NUMBER,
2011,_T,West Bank,ISCO88_8,2011,SL_EMP_EARN,NUMBER,
2012,_T,West Bank,ISCO88_8,2012,SL_EMP_EARN,NUMBER,
2013,_T,West Bank,ISCO88_8,2013,SL_EMP_EARN,NUMBER,
2014,_T,West Bank,ISCO88_8,2014,SL_EMP_EARN,NUMBER,
2015,_T,West Bank,ISCO88_8,2015,SL_EMP_EARN,NUMBER,
2016,_T,West Bank,ISCO88_8,2016,SL_EMP_EARN,NUMBER,
2017,_T,West Bank,ISCO88_8,2017,SL_EMP_EARN,NUMBER,
2018,_T,West Bank,ISCO88_8,2018,SL_EMP_EARN,NUMBER,
2000,_T,West Bank,ISCO08_9,2000,SL_EMP_EARN,NUMBER,
2001,_T,West Bank,ISCO08_9,2001,SL_EMP_EARN,NUMBER,
2002,_T,West Bank,ISCO08_9,2002,SL_EMP_EARN,NUMBER,
2003,_T,West Bank,ISCO08_9,2003,SL_EMP_EARN,NUMBER,
2004,_T,West Bank,ISCO08_9,2004,SL_EMP_EARN,NUMBER,
2005,_T,West Bank,ISCO08_9,2005,SL_EMP_EARN,NUMBER,
2006,_T,West Bank,ISCO08_9,2006,SL_EMP_EARN,NUMBER,
2007,_T,West Bank,ISCO08_9,2007,SL_EMP_EARN,NUMBER,
2008,_T,West Bank,ISCO08_9,2008,SL_EMP_EARN,NUMBER,
2009,_T,West Bank,ISCO08_9,2009,SL_EMP_EARN,NUMBER,
2010,_T,West Bank,ISCO08_9,2010,SL_EMP_EARN,NUMBER,
2011,_T,West Bank,ISCO08_9,2011,SL_EMP_EARN,NUMBER,
2012,_T,West Bank,ISCO08_9,2012,SL_EMP_EARN,NUMBER,
2013,_T,West Bank,ISCO08_9,2013,SL_EMP_EARN,NUMBER,
2014,_T,West Bank,ISCO08_9,2014,SL_EMP_EARN,NUMBER,
2015,_T,West Bank,ISCO08_9,2015,SL_EMP_EARN,NUMBER,
2016,_T,West Bank,ISCO08_9,2016,SL_EMP_EARN,NUMBER,
2017,_T,West Bank,ISCO08_9,2017,SL_EMP_EARN,NUMBER,
2018,_T,West Bank,ISCO08_9,2018,SL_EMP_EARN,NUMBER,
2000,_T,West Bank,ISCO88_1,2000,SL_EMP_EARN,NUMBER,
2001,_T,West Bank,ISCO88_1,2001,SL_EMP_EARN,NUMBER,
2002,_T,West Bank,ISCO88_1,2002,SL_EMP_EARN,NUMBER,
2003,_T,West Bank,ISCO88_1,2003,SL_EMP_EARN,NUMBER,
2004,_T,West Bank,ISCO88_1,2004,SL_EMP_EARN,NUMBER,
2005,_T,West Bank,ISCO88_1,2005,SL_EMP_EARN,NUMBER,
2006,_T,West Bank,ISCO88_1,2006,SL_EMP_EARN,NUMBER,
2007,_T,West Bank,ISCO88_1,2007,SL_EMP_EARN,NUMBER,
2008,_T,West Bank,ISCO88_1,2008,SL_EMP_EARN,NUMBER,
2009,_T,West Bank,ISCO88_1,2009,SL_EMP_EARN,NUMBER,
2010,_T,West Bank,ISCO88_1,2010,SL_EMP_EARN,NUMBER,
2011,_T,West Bank,ISCO88_1,2011,SL_EMP_EARN,NUMBER,
2012,_T,West Bank,ISCO88_1,2012,SL_EMP_EARN,NUMBER,
2013,_T,West Bank,ISCO88_1,2013,SL_EMP_EARN,NUMBER,
2014,_T,West Bank,ISCO88_1,2014,SL_EMP_EARN,NUMBER,
2015,_T,West Bank,ISCO88_1,2015,SL_EMP_EARN,NUMBER,
2016,_T,West Bank,ISCO88_1,2016,SL_EMP_EARN,NUMBER,
2017,_T,West Bank,ISCO88_1,2017,SL_EMP_EARN,NUMBER,
2018,_T,West Bank,ISCO88_1,2018,SL_EMP_EARN,NUMBER,
2000,_T,Gaza Strip,_T,2000,SL_EMP_EARN,NUMBER,64.1
2001,_T,Gaza Strip,_T,2001,SL_EMP_EARN,NUMBER,54.4
2002,_T,Gaza Strip,_T,2002,SL_EMP_EARN,NUMBER,56.6
2003,_T,Gaza Strip,_T,2003,SL_EMP_EARN,NUMBER,55.7
2004,_T,Gaza Strip,_T,2004,SL_EMP_EARN,NUMBER,59.2
2005,_T,Gaza Strip,_T,2005,SL_EMP_EARN,NUMBER,62.3
2006,_T,Gaza Strip,_T,2006,SL_EMP_EARN,NUMBER,69.1
2007,_T,Gaza Strip,_T,2007,SL_EMP_EARN,NUMBER,65.1
2008,_T,Gaza Strip,_T,2008,SL_EMP_EARN,NUMBER,60.4
2009,_T,Gaza Strip,_T,2009,SL_EMP_EARN,NUMBER,62.7
2010,_T,Gaza Strip,_T,2010,SL_EMP_EARN,NUMBER,58.5
2011,_T,Gaza Strip,_T,2011,SL_EMP_EARN,NUMBER,61.8
2012,_T,Gaza Strip,_T,2012,SL_EMP_EARN,NUMBER,64.5
2013,_T,Gaza Strip,_T,2013,SL_EMP_EARN,NUMBER,63.5
2014,_T,Gaza Strip,_T,2014,SL_EMP_EARN,NUMBER,64.2
2015,_T,Gaza Strip,_T,2015,SL_EMP_EARN,NUMBER,62.3
2016,_T,Gaza Strip,_T,2016,SL_EMP_EARN,NUMBER,61.9
2017,_T,Gaza Strip,_T,2017,SL_EMP_EARN,NUMBER,59.5
2018,_T,Gaza Strip,_T,2018,SL_EMP_EARN,NUMBER,63.1
2000,_T,Gaza Strip,ISCO08_3,2000,SL_EMP_EARN,NUMBER,
2001,_T,Gaza Strip,ISCO08_3,2001,SL_EMP_EARN,NUMBER,
2002,_T,Gaza Strip,ISCO08_3,2002,SL_EMP_EARN,NUMBER,
2003,_T,Gaza Strip,ISCO08_3,2003,SL_EMP_EARN,NUMBER,
2004,_T,Gaza Strip,ISCO08_3,2004,SL_EMP_EARN,NUMBER,
2005,_T,Gaza Strip,ISCO08_3,2005,SL_EMP_EARN,NUMBER,
2006,_T,Gaza Strip,ISCO08_3,2006,SL_EMP_EARN,NUMBER,
2007,_T,Gaza Strip,ISCO08_3,2007,SL_EMP_EARN,NUMBER,
2008,_T,Gaza Strip,ISCO08_3,2008,SL_EMP_EARN,NUMBER,
2009,_T,Gaza Strip,ISCO08_3,2009,SL_EMP_EARN,NUMBER,
2010,_T,Gaza Strip,ISCO08_3,2010,SL_EMP_EARN,NUMBER,
2011,_T,Gaza Strip,ISCO08_3,2011,SL_EMP_EARN,NUMBER,
2012,_T,Gaza Strip,ISCO08_3,2012,SL_EMP_EARN,NUMBER,
2013,_T,Gaza Strip,ISCO08_3,2013,SL_EMP_EARN,NUMBER,
2014,_T,Gaza Strip,ISCO08_3,2014,SL_EMP_EARN,NUMBER,
2015,_T,Gaza Strip,ISCO08_3,2015,SL_EMP_EARN,NUMBER,
2016,_T,Gaza Strip,ISCO08_3,2016,SL_EMP_EARN,NUMBER,
2017,_T,Gaza Strip,ISCO08_3,2017,SL_EMP_EARN,NUMBER,
2018,_T,Gaza Strip,ISCO08_3,2018,SL_EMP_EARN,NUMBER,
2000,_T,Gaza Strip,ISCO08_5,2000,SL_EMP_EARN,NUMBER,
2001,_T,Gaza Strip,ISCO08_5,2001,SL_EMP_EARN,NUMBER,
2002,_T,Gaza Strip,ISCO08_5,2002,SL_EMP_EARN,NUMBER,
2003,_T,Gaza Strip,ISCO08_5,2003,SL_EMP_EARN,NUMBER,
2004,_T,Gaza Strip,ISCO08_5,2004,SL_EMP_EARN,NUMBER,
2005,_T,Gaza Strip,ISCO08_5,2005,SL_EMP_EARN,NUMBER,
2006,_T,Gaza Strip,ISCO08_5,2006,SL_EMP_EARN,NUMBER,
2007,_T,Gaza Strip,ISCO08_5,2007,SL_EMP_EARN,NUMBER,
2008,_T,Gaza Strip,ISCO08_5,2008,SL_EMP_EARN,NUMBER,
2009,_T,Gaza Strip,ISCO08_5,2009,SL_EMP_EARN,NUMBER,
2010,_T,Gaza Strip,ISCO08_5,2010,SL_EMP_EARN,NUMBER,
2011,_T,Gaza Strip,ISCO08_5,2011,SL_EMP_EARN,NUMBER,
2012,_T,Gaza Strip,ISCO08_5,2012,SL_EMP_EARN,NUMBER,
2013,_T,Gaza Strip,ISCO08_5,2013,SL_EMP_EARN,NUMBER,
2014,_T,Gaza Strip,ISCO08_5,2014,SL_EMP_EARN,NUMBER,
2015,_T,Gaza Strip,ISCO08_5,2015,SL_EMP_EARN,NUMBER,
2016,_T,Gaza Strip,ISCO08_5,2016,SL_EMP_EARN,NUMBER,
2017,_T,Gaza Strip,ISCO08_5,2017,SL_EMP_EARN,NUMBER,
2018,_T,Gaza Strip,ISCO08_5,2018,SL_EMP_EARN,NUMBER,
2000,_T,Gaza Strip,ISCO08_6,2000,SL_EMP_EARN,NUMBER,
2001,_T,Gaza Strip,ISCO08_6,2001,SL_EMP_EARN,NUMBER,
2002,_T,Gaza Strip,ISCO08_6,2002,SL_EMP_EARN,NUMBER,
2003,_T,Gaza Strip,ISCO08_6,2003,SL_EMP_EARN,NUMBER,
2004,_T,Gaza Strip,ISCO08_6,2004,SL_EMP_EARN,NUMBER,
2005,_T,Gaza Strip,ISCO08_6,2005,SL_EMP_EARN,NUMBER,
2006,_T,Gaza Strip,ISCO08_6,2006,SL_EMP_EARN,NUMBER,
2007,_T,Gaza Strip,ISCO08_6,2007,SL_EMP_EARN,NUMBER,
2008,_T,Gaza Strip,ISCO08_6,2008,SL_EMP_EARN,NUMBER,
2009,_T,Gaza Strip,ISCO08_6,2009,SL_EMP_EARN,NUMBER,
2010,_T,Gaza Strip,ISCO08_6,2010,SL_EMP_EARN,NUMBER,
2011,_T,Gaza Strip,ISCO08_6,2011,SL_EMP_EARN,NUMBER,
2012,_T,Gaza Strip,ISCO08_6,2012,SL_EMP_EARN,NUMBER,
2013,_T,Gaza Strip,ISCO08_6,2013,SL_EMP_EARN,NUMBER,
2014,_T,Gaza Strip,ISCO08_6,2014,SL_EMP_EARN,NUMBER,
2015,_T,Gaza Strip,ISCO08_6,2015,SL_EMP_EARN,NUMBER,
2016,_T,Gaza Strip,ISCO08_6,2016,SL_EMP_EARN,NUMBER,
2017,_T,Gaza Strip,ISCO08_6,2017,SL_EMP_EARN,NUMBER,
2018,_T,Gaza Strip,ISCO08_6,2018,SL_EMP_EARN,NUMBER,
2000,_T,Gaza Strip,ISCO08_7,2000,SL_EMP_EARN,NUMBER,
2001,_T,Gaza Strip,ISCO08_7,2001,SL_EMP_EARN,NUMBER,
2002,_T,Gaza Strip,ISCO08_7,2002,SL_EMP_EARN,NUMBER,
2003,_T,Gaza Strip,ISCO08_7,2003,SL_EMP_EARN,NUMBER,
2004,_T,Gaza Strip,ISCO08_7,2004,SL_EMP_EARN,NUMBER,
2005,_T,Gaza Strip,ISCO08_7,2005,SL_EMP_EARN,NUMBER,
2006,_T,Gaza Strip,ISCO08_7,2006,SL_EMP_EARN,NUMBER,
2007,_T,Gaza Strip,ISCO08_7,2007,SL_EMP_EARN,NUMBER,
