Year,AREA,TIME_DETAIL,Value
2004,West Bank,2004,2.1
2008,West Bank,2008,2.4
2012,West Bank,2012,3.3
2016,West Bank,2016,2.1
2004,Gaza Strip,2004,0.6
2008,Gaza Strip,2008,3.1
2012,Gaza Strip,2012,5.0
2016,Gaza Strip,2016,8.0
2004,Palestine,2004,1.6
2008,Palestine,2008,2.6
2012,Palestine,2012,3.9
2016,Palestine,2016,4.2
