Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,UNIT_MEASURE,UNIT_MULT,TIME_DETAIL,Value
2014,SL_EMP_PCAP,716,_T,_T,_T,PT,0,2014,5.1
2015,SL_EMP_PCAP,716,_T,_T,_T,PT,0,2015,5.02712202951238
2016,SL_EMP_PCAP,716,_T,_T,_T,PT,0,2016,2.77509859438108
2017,SL_EMP_PCAP,716,_T,_T,_T,PT,0,2017,3.81579182149032
