Year,seriesdescription,geoarea,sex,age,urbanisation,unit,scale,Value
2014,EN_URB_OPENSP,716,_T,_T,_T,,1,0.05
2015,EN_URB_OPENSP,716,_T,_T,_T,,1,0.05
2016,EN_URB_OPENSP,716,_T,_T,_T,,1,0.05
2017,EN_URB_OPENSP,716,_T,_T,_T,,1,0.05
