Year,seriesdescription,geoarea,sex,age,urbanisation,unit,TIME_DETAIL,Value
2014,SL_EMP_GTOTL,716,_T,_T,_T,Percent,2014,36.1308191869132
2015,SL_EMP_GTOTL,716,_T,_T,_T,Percent,2015,36.4952760133087
2016,SL_EMP_GTOTL,716,_T,_T,_T,Percent,2016,37.2280676188043
2017,SL_EMP_GTOTL,716,_T,_T,_T,Percent,2017,37.4495374125864
