Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,UNIT_MEASURE,UNIT_MULT,TIME_DETAIL,Value
2016,SH_ACS_UNHC,716,_T,_T,_T,Index,0,2016,93.3
