Year,TIME_DETAIL,SERIES,Value
2012,2012,SG_STT_CAPTY,1248530.39
2013,2013,SG_STT_CAPTY,3763110.5
2014,2014,SG_STT_CAPTY,167509.73
2015,2015,SG_STT_CAPTY,496318.72
2016,2016,SG_STT_CAPTY,741055.73
