Value,Disaggregation combinations using this value,Number of indicators
M0,1,1
_T,136,55
Y_GE15,5,2
Y_GE70,6,2
Y0T4,4,4
Y15T19,6,2
Y15T24,3,1
Y15T49,1,1
Y1T17,1,1
Y20T24,6,2
Y25T29,6,2
Y30T34,6,2
Y35T39,6,2
Y40T44,6,2
Y46T49,6,2
Y50T54,6,2
Y55T59,6,2
Y60T64,6,2
Y65T69,6,2
