Year,TIME_DETAIL,UNIT_MEASURE,SERIES,Value
2014,2014,NUMBER,GR_G14_GDP,28.57
2015,2015,NUMBER,GR_G14_GDP,25.51
2016,2016,NUMBER,GR_G14_GDP,25.76
2017,2017,NUMBER,GR_G14_GDP,26.1
