Year,seriesdescription,geoarea,sex,age,location,education-level,occupation,comp-breakdown,disability-status,unit,TIME_DETAIL,Value
2016,IS_RDP_PFVOL,ZM,_T,_T,_T,_T,_T,MOT_AIR,_T,,2016,1622263.0
2016,IS_RDP_PFVOL,ZM,_T,_T,_T,_T,_T,MOT_ROA,_T,,2016,82835952.0
2016,IS_RDP_PFVOL,ZM,_T,_T,_T,_T,_T,MOT_RAI,_T,,2016,678670.0
2016,IS_RDP_FRGVOL,ZM,_T,_T,_T,_T,_T,MOT_RAI,_T,,2016,762410.0
