Year,seriesdescription,geoarea,sex,age,location,education-level,occupation,comp-breakdown,disability-status,unit,TIME_DETAIL,Value
2017,SG_GEN_PARLN,ZM,_T,_T,_T,_T,_T,_T,_T,ratio,2017,18.0
2017,SG_GEN_LOCG,ZM,_T,_T,_T,_T,_T,_T,_T,ratio,2017,10.0
