Year,seriesdescription,geoarea,sex,age,location,education-level,occupation,comp-breakdown,disability-status,unit,TIME_DETAIL,Value
2017,PROP_YOUTH_NEET,ZM,F,Y15T24,_T,_T,_T,_T,_T,Percent,2017,58.4
2017,PROP_YOUTH_NEET,ZM,M,Y15T24,_T,_T,_T,_T,_T,Percent,2017,40.1
2017,PROP_YOUTH_NEET,ZM,_T,Y15T24,_T,_T,_T,_T,_T,Percent,2017,49.8
