Year,seriesdescription,area,sex,age,urbanisation,education-level,unit,TIME_DETAIL,Value
2010,D28,BI,_T,_T,_T,_T,,2010,59.5
2011,D28,BI,_T,_T,_T,_T,,2011,59.5
2012,D28,BI,_T,_T,_T,_T,,2012,58.1
2013,D28,BI,_T,_T,_T,_T,,2013,60.0
2014,D28,BI,_T,_T,_T,_T,,2014,58.0
2015,D28,BI,_T,_T,_T,_T,,2015,58.0
2016,D28,BI,_T,_T,_T,_T,,2016,60.0
2017,D28,BI,_T,_T,_T,_T,,2017,61.0
