Year,SERIES,REF_AREA,SEX,AGE,location,disability,UNIT_MEASURE,UNIT_MULT,TIME_DETAIL,Value
2011,SH_STA_STNT,UG,F,Y0T4,_T,_T,PT,0,2011,29.9
2011,SH_STA_STNT,UG,M,Y0T4,_T,_T,PT,0,2011,37.0
2011,SH_STA_STNT,UG,_T,Y0T4,_T,_T,PT,0,2011,33.0
