Year,seriesdescription,area,sex,age,urbanisation,education-level,unit,scale,Value
2010,EG_ELC_ACCS,BI,_T,_T,_T,_T,Percent,1,5.3
2014,EG_ELC_ACCS,BI,_T,_T,_T,_T,Percent,1,7.69
2010,EG_ELC_ACCS,BI,_T,_T,U,_T,Percent,1,49.0
2014,EG_ELC_ACCS,BI,_T,_T,U,_T,Percent,1,52.9
2010,EG_ELC_ACCS,BI,_T,_T,R,_T,Percent,1,1.0
2014,EG_ELC_ACCS,BI,_T,_T,R,_T,Percent,1,2.68
