Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,UNIT_MEASURE,UNIT_MULT,TIME_DETAIL,Value
2015,VC_DSR_MTMP,BI,_T,_T,_T,_T,NUMBER,0,2015,1.5
2016,VC_DSR_MTMP,BI,_T,_T,_T,_T,NUMBER,0,2016,1.8
