Year,seriesdescription,area,sex,age,urbanisation,education-level,unit,TIME_DETAIL,Value
2014,D16,BI,_T,_T,_T,_T,UBT /travailleur,2014,32.0
2014,D16,BI,_T,_T,U,_T,UBT /travailleur,2014,20.0
2014,D16,BI,_T,_T,R,_T,UBT /travailleur,2014,34.6
