Year,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2014,2014,GC_GOB_TAXD,PT,51.42
2015,2015,GC_GOB_TAXD,PT,53.04
2016,2016,GC_GOB_TAXD,PT,53.53
2017,2017,GC_GOB_TAXD,PT,53.14
