Year,seriesdescription,geoarea,sex,age,location,disability,unit,scale,Value
2016,VC_VAW_PHYPYV,UG,F,Y1T17,_T,_T,%,1,84.6
2016,VC_VAW_PHYPYV,UG,M,Y1T17,_T,_T,%,1,85.2
2016,VC_VAW_PHYPYV,UG,_T,Y1T17,_T,_T,%,1,84.9
