Year,seriesdescription,geoarea,sex,age,location,disability,unit,scale,Value
2018,SP_LGL_LNDAGSEC,UG,F,_T,_T,_T,%,1,32.0
2018,SP_LGL_LNDAGSEC,UG,M,_T,_T,_T,%,1,49.0
2018,SP_LGL_LNDAGSEC,UG,_T,_T,_T,_T,%,1,40.0
