Year,seriesdescription,geoarea,sex,age,location,disability,unit,scale,Value
2016,IT_MOB_OWN,UG,F,_T,_T,_T,%,1,45.5
2016,IT_MOB_OWN,UG,M,_T,_T,_T,%,1,65.8
2016,IT_MOB_OWN,UG,_T,_T,_T,_T,%,1,55.7
