Year,SERIES,REF_AREA,SEX,AGE,location,disability,UNIT_MEASURE,UNIT_MULT,TIME_DETAIL,Value
2016,SE_DEV_ONTRK,UG,F,Y0T4,_T,_T,PT,0,2016,64.6
2016,SE_DEV_ONTRK,UG,M,Y0T4,_T,_T,PT,0,2016,62.0
2016,SE_DEV_ONTRK,UG,_T,Y0T4,_T,_T,PT,0,2016,63.3
