Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,UNIT_MEASURE,UNIT_MULT,TIME_DETAIL,Value
2015,IT_NET_BBN,BI,_T,_T,_T,_T,,0,2015,0.0356
2016,IT_NET_BBN,BI,_T,_T,_T,_T,,0,2016,0.04
