Year,seriesdescription,geoarea,sex,age,location,disability,unit,scale,Value
2017,SP_PSR_SATIS,UG,F,_T,_T,_T,%,1,66.0
2017,SP_PSR_SATIS,UG,M,_T,_T,_T,%,1,65.0
2017,SP_PSR_SATIS,UG,_T,_T,_T,_T,%,1,66.0
