Year,SERIES,REF_AREA,SEX,AGE,location,disability,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2016,EG_EGY_CLEAN,UG,F,_T,_T,_T,PT,0,N,2016,0.2
2016,EG_EGY_CLEAN,UG,M,_T,_T,_T,PT,0,N,2016,2.1
2016,EG_EGY_CLEAN,UG,_T,_T,_T,_T,PT,0,N,2016,0.6
