Year,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2010,2010,SI_POV_DAY1,PT,0.1
2008,2008,SI_POV_DAY1,PT,0.1
2006,2006,SI_POV_DAY1,PT,0.3
2002,2002,SI_POV_DAY1,PT,1.1
1997,1997,SI_POV_DAY1,PT,1.6
