Year,seriesdescription,area,sex,age,urbanisation,education-level,unit,TIME_DETAIL,Value
2014,SI_HEI_BTN40,BI,_T,_T,_T,_T,Percent,2014,87.1
2014,SI_HEI_TOTL,BI,_T,_T,_T,_T,Percent,2014,-36.5
2014,D117,BI,_T,_T,_T,_T,Percent,2014,11.4
