Value,Disaggregation combinations using this value,Number of indicators
ISCO08_3,171,1
ISCO08_5,171,1
ISCO08_6,171,1
ISCO08_7,171,1
ISCO08_9,171,1
ISCO88_1,171,1
ISCO88_8,171,1
_T,171,1
