Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,UNIT_MEASURE,UNIT_MULT,TIME_DETAIL,Value
2014,FC_ACC_SSID,716,_T,_T,_T,PT,0,2014,39.0
