Year,seriesdescription,area,sex,age,urbanisation,education-level,unit,TIME_DETAIL,Value
2014,D7,BI,_T,_T,_T,_T,Percent,2014,69.1
2017,D7,BI,_T,_T,U,_T,Percent,2017,90.1
2017,D7,BI,_T,_T,R,_T,Percent,2017,44.4
2014,SH_H2O_SAFE,BI,_T,_T,_T,_T,Percent,2014,80.8
2014,SH_H2O_SAFE,BI,_T,_T,U,_T,Percent,2014,97.3
2014,SH_H2O_SAFE,BI,_T,_T,R,_T,Percent,2014,78.9
