Year,seriesdescription,area,sex,age,urbanisation,education-level,unit,TIME_DETAIL,Value
2010,D185,BI,_T,_T,_T,_T,,2010,548.0
2011,D185,BI,_T,_T,_T,_T,,2011,569.0
2012,D185,BI,_T,_T,_T,_T,,2012,454.0
2013,D185,BI,_T,_T,_T,_T,,2013,511.0
2014,D185,BI,_T,_T,_T,_T,,2014,504.0
2015,D185,BI,_T,_T,_T,_T,,2015,444.0
2016,D185,BI,_T,_T,_T,_T,,2016,642.0
