Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,UNIT_MEASURE,UNIT_MULT,TIME_DETAIL,Value
2010,D36,BI,_T,_T,_T,_T,,0,2010,15.7
2011,D36,BI,_T,_T,_T,_T,,0,2011,38.1
2012,D36,BI,_T,_T,_T,_T,,0,2012,42.0
2013,D36,BI,_T,_T,_T,_T,,0,2013,57.9
2014,D36,BI,_T,_T,_T,_T,,0,2014,72.9
2015,D36,BI,_T,_T,_T,_T,,0,2015,65.9
2016,D36,BI,_T,_T,_T,_T,,0,2016,81.0
2017,D36,BI,_T,_T,_T,_T,,0,2017,68.73
2018,D36,BI,_T,_T,_T,_T,,0,2018,76.0
