Year,seriesdescription,area,sex,age,urbanisation,education-level,unit,TIME_DETAIL,Value
2010,SH_ACS_UNHC,BI,_T,M12T23,_T,_T,,2010,83.0
2010,SH_ACS_UNHC,BI,_T,M12T23,U,_T,,2010,84.0
2010,SH_ACS_UNHC,BI,_T,M12T23,R,_T,,2010,82.9
