Year,seriesdescription,area,sex,age,urbanisation,education-level,unit,scale,Value
2014,SI_HEI_BTN40,BI,_T,_T,_T,_T,Percent,1,87.1
2014,SI_HEI_TOTL,BI,_T,_T,_T,_T,Percent,1,-36.5
2014,D117,BI,_T,_T,_T,_T,Percent,1,11.4
