Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,UNIT_MEASURE,UNIT_MULT,TIME_DETAIL,Value
2010,D179,BI,_T,_T,_T,_T,PT,0,2010,244.0
2011,D179,BI,_T,_T,_T,_T,PT,0,2011,258.0
2012,D179,BI,_T,_T,_T,_T,PT,0,2012,160.0
2013,D179,BI,_T,_T,_T,_T,PT,0,2013,193.7
2014,D179,BI,_T,_T,_T,_T,PT,0,2014,186.8
2015,D179,BI,_T,_T,_T,_T,PT,0,2015,187.5
2016,D179,BI,_T,_T,_T,_T,PT,0,2016,209.4
2017,D179,BI,_T,_T,_T,_T,PT,0,2017,257.0
2018,D179,BI,_T,_T,_T,_T,PT,0,2018,246.0
