Year,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2014,2014,DC_FTA_TOTAL,,532.13
2015,2015,DC_FTA_TOTAL,,401.65
2016,2016,DC_FTA_TOTAL,,761.42
2017,2017,DC_FTA_TOTAL,,901.11
