Year,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2013,2013,VC_VAW_DIST,NUMBER,1.0
2014,2014,VC_VAW_DIST,NUMBER,0.22
2015,2015,VC_VAW_DIST,NUMBER,0.27
2016,2016,VC_VAW_DIST,NUMBER,0.36
2017,2017,VC_VAW_DIST,NUMBER,0.14
