Year,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2014,2014,DT_TDS_DECT,PT,7.01
2015,2015,DT_TDS_DECT,PT,12.78
2016,2016,DT_TDS_DECT,PT,15.1
2017,2017,DT_TDS_DECT,PT,9.8
