Year,TIME_DETAIL,UNIT_MEASURE,SERIES,Value
2014,2014,NUMBER,BX_TRF_PWKR,17.78
2015,2015,NUMBER,BX_TRF_PWKR,14.26
2016,2016,NUMBER,BX_TRF_PWKR,11.32
2017,2017,NUMBER,BX_TRF_PWKR,11.06
