Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,INCOME_WEALTH_QUANTILE,UNIT_MEASURE,UNIT_MULT,TIME_DETAIL,Value
2011,SH_STA_BRTC,ET,_T,_T,_T,_T,_T,PT,0,2011,11.0
