Year,SEX,REF_AREA,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2011,M,West Bank,2011,FB_BNK_ACCSS,PT,
2014,M,West Bank,2014,FB_BNK_ACCSS,PT,
2017,M,West Bank,2017,FB_BNK_ACCSS,PT,
2018,M,West Bank,2018,FB_BNK_ACCSS,PT,
2019,M,West Bank,2019,FB_BNK_ACCSS,PT,
2011,M,Gaza Strip,2011,FB_BNK_ACCSS,PT,
2014,M,Gaza Strip,2014,FB_BNK_ACCSS,PT,
2017,M,Gaza Strip,2017,FB_BNK_ACCSS,PT,
2018,M,Gaza Strip,2018,FB_BNK_ACCSS,PT,
2019,M,Gaza Strip,2019,FB_BNK_ACCSS,PT,
2011,M,PS,2011,FB_BNK_ACCSS,PT,28.67
2014,M,PS,2014,FB_BNK_ACCSS,PT,27.34
2017,M,PS,2017,FB_BNK_ACCSS,PT,34.44
2018,M,PS,2018,FB_BNK_ACCSS,PT,
2019,M,PS,2019,FB_BNK_ACCSS,PT,44.2
2011,F,West Bank,2011,FB_BNK_ACCSS,PT,
2014,F,West Bank,2014,FB_BNK_ACCSS,PT,
2017,F,West Bank,2017,FB_BNK_ACCSS,PT,
2018,F,West Bank,2018,FB_BNK_ACCSS,PT,
2019,F,West Bank,2019,FB_BNK_ACCSS,PT,
2011,F,Gaza Strip,2011,FB_BNK_ACCSS,PT,
2014,F,Gaza Strip,2014,FB_BNK_ACCSS,PT,
2017,F,Gaza Strip,2017,FB_BNK_ACCSS,PT,
2018,F,Gaza Strip,2018,FB_BNK_ACCSS,PT,
2019,F,Gaza Strip,2019,FB_BNK_ACCSS,PT,
2011,F,PS,2011,FB_BNK_ACCSS,PT,10.19
2014,F,PS,2014,FB_BNK_ACCSS,PT,21.21
2017,F,PS,2017,FB_BNK_ACCSS,PT,15.91
2018,F,PS,2018,FB_BNK_ACCSS,PT,
2019,F,PS,2019,FB_BNK_ACCSS,PT,19.8
2011,_T,West Bank,2011,FB_BNK_ACCSS,PT,
2014,_T,West Bank,2014,FB_BNK_ACCSS,PT,
2017,_T,West Bank,2017,FB_BNK_ACCSS,PT,
2018,_T,West Bank,2018,FB_BNK_ACCSS,PT,
2019,_T,West Bank,2019,FB_BNK_ACCSS,PT,39.2
2011,_T,Gaza Strip,2011,FB_BNK_ACCSS,PT,
2014,_T,Gaza Strip,2014,FB_BNK_ACCSS,PT,
2017,_T,Gaza Strip,2017,FB_BNK_ACCSS,PT,
2018,_T,Gaza Strip,2018,FB_BNK_ACCSS,PT,
2019,_T,Gaza Strip,2019,FB_BNK_ACCSS,PT,20.8
2011,_T,PS,2011,FB_BNK_ACCSS,PT,19.43
2014,_T,PS,2014,FB_BNK_ACCSS,PT,24.24
2017,_T,PS,2017,FB_BNK_ACCSS,PT,25.02
2018,_T,PS,2018,FB_BNK_ACCSS,PT,55.0
2019,_T,PS,2019,FB_BNK_ACCSS,PT,32.8
