Year,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2015,2015,SG_HAZ_CMRBASEL,NUMBER,1
2016,2016,SG_HAZ_CMRBASEL,NUMBER,1
2017,2017,SG_HAZ_CMRBASEL,NUMBER,1
2018,2018,SG_HAZ_CMRBASEL,NUMBER,1
