Year,REPORTING_TYPE,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2005,N,2005,VC_DSR_MISS,NUMBER,0.28
2006,N,2006,VC_DSR_MISS,NUMBER,0.28
2007,N,2007,VC_DSR_MISS,NUMBER,0.0
2008,N,2008,VC_DSR_MISS,NUMBER,0.26
2009,N,2009,VC_DSR_MISS,NUMBER,53.2
2010,N,2010,VC_DSR_MISS,NUMBER,22.2
2011,N,2011,VC_DSR_MISS,NUMBER,0.0
2012,N,2012,VC_DSR_MISS,NUMBER,11.8
2013,N,2013,VC_DSR_MISS,NUMBER,94.8
