Year,indicador-disponível,objectivo,meta,indicador,sériedescrição,província,sexo,idade,área-de-residência,nível-de-educação,ocupação,deficiência,composição-composta,quintil,unit,scale,Value
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,F,_T,_T,_T,_T,_T,_T,_T,Percent,1,21.8
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,F,_T,_T,_T,_T,PD,_T,_T,Percent,1,22.3
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,F,Y15T19,_T,_T,_T,_T,_T,_T,Percent,1,41.4
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,F,Y15T19,_T,_T,_T,PD,_T,_T,Percent,1,30.5
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,F,Y20T24,_T,_T,_T,_T,_T,_T,Percent,1,30.5
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,F,Y20T24,_T,_T,_T,PD,_T,_T,Percent,1,39.1
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,F,Y25T29,_T,_T,_T,_T,_T,_T,Percent,1,24.0
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,F,Y25T29,_T,_T,_T,PD,_T,_T,Percent,1,25.2
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,F,Y30T34,_T,_T,_T,_T,_T,_T,Percent,1,18.2
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,F,Y30T34,_T,_T,_T,PD,_T,_T,Percent,1,21.5
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,F,Y35T39,_T,_T,_T,_T,_T,_T,Percent,1,14.8
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,F,Y35T39,_T,_T,_T,PD,_T,_T,Percent,1,13.3
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,F,Y40T44,_T,_T,_T,_T,_T,_T,Percent,1,14.1
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,F,Y40T44,_T,_T,_T,PD,_T,_T,Percent,1,1.6
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,F,Y45T49,_T,_T,_T,_T,_T,_T,Percent,1,14.3
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,F,Y45T49,_T,_T,_T,PD,_T,_T,Percent,1,17.2
