Year,indicador-disponível,objectivo,meta,indicador,sériedescrição,província,sexo,idade,área-de-residência,nível-de-educação,ocupação,deficiência,composição-composta,quintil,unit,scale,Value
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,F,Y50T54,_T,_T,_T,_T,_T,_T,Percent,1,13.1
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,F,Y50T54,_T,_T,_T,PD,_T,_T,Percent,1,33.9
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,F,Y55T59,_T,_T,_T,_T,_T,_T,Percent,1,15.2
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,F,Y55T59,_T,_T,_T,PD,_T,_T,Percent,1,18.7
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,F,Y60T64,_T,_T,_T,_T,_T,_T,Percent,1,12.7
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,F,Y60T64,_T,_T,_T,PD,_T,_T,Percent,1,18.2
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,F,Y_GE65,_T,_T,_T,_T,_T,_T,Percent,1,15.3
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,F,Y_GE65,_T,_T,_T,PD,_T,_T,Percent,1,25.1
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,M,_T,_T,_T,_T,_T,_T,_T,Percent,1,19.5
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,M,_T,_T,_T,_T,PD,_T,_T,Percent,1,19.9
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,M,Y15T19,_T,_T,_T,_T,_T,_T,Percent,1,46.2
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,M,Y15T19,_T,_T,_T,PD,_T,_T,Percent,1,54.7
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,M,Y20T24,_T,_T,_T,_T,_T,_T,Percent,1,29.4
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,M,Y20T24,_T,_T,_T,PD,_T,_T,Percent,1,18.7
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,M,Y25T29,_T,_T,_T,_T,_T,_T,Percent,1,18.2
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,M,Y25T29,_T,_T,_T,PD,_T,_T,Percent,1,28.2
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,M,Y30T34,_T,_T,_T,_T,_T,_T,Percent,1,12.6
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,M,Y30T34,_T,_T,_T,PD,_T,_T,Percent,1,26.0
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,M,Y35T39,_T,_T,_T,_T,_T,_T,Percent,1,11.2
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,M,Y35T39,_T,_T,_T,PD,_T,_T,Percent,1,5.8
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,M,Y40T44,_T,_T,_T,_T,_T,_T,Percent,1,11.3
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,M,Y40T44,_T,_T,_T,PD,_T,_T,Percent,1,17.5
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,M,Y45T49,_T,_T,_T,_T,_T,_T,Percent,1,10.4
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,M,Y45T49,_T,_T,_T,PD,_T,_T,Percent,1,15.3
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,M,Y50T54,_T,_T,_T,_T,_T,_T,Percent,1,7.8
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,M,Y50T54,_T,_T,_T,PD,_T,_T,Percent,1,18.2
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,M,Y55T59,_T,_T,_T,_T,_T,_T,Percent,1,9.8
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,M,Y55T59,_T,_T,_T,PD,_T,_T,Percent,1,1.2
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,M,Y60T64,_T,_T,_T,_T,_T,_T,Percent,1,11.4
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,M,Y60T64,_T,_T,_T,PD,_T,_T,Percent,1,16.7
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,M,Y_GE65,_T,_T,_T,_T,_T,_T,Percent,1,12.3
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,M,Y_GE65,_T,_T,_T,PD,_T,_T,Percent,1,16.3
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,20.7
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,_T,_T,_T,_T,_T,PD,_T,_T,Percent,1,21.0
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,_T,Y15T19,_T,_T,_T,_T,_T,_T,Percent,1,43.8
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,_T,Y15T19,_T,_T,_T,PD,_T,_T,Percent,1,43.3
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,_T,Y20T24,_T,_T,_T,_T,_T,_T,Percent,1,30.0
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,_T,Y20T24,_T,_T,_T,PD,_T,_T,Percent,1,25.3
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,_T,Y25T29,_T,_T,_T,_T,_T,_T,Percent,1,21.5
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,_T,Y25T29,_T,_T,_T,PD,_T,_T,Percent,1,26.3
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,_T,Y30T34,_T,_T,_T,_T,_T,_T,Percent,1,15.7
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,_T,Y30T34,_T,_T,_T,PD,_T,_T,Percent,1,24.3
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,_T,Y35T39,_T,_T,_T,_T,_T,_T,Percent,1,13.2
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,_T,Y35T39,_T,_T,_T,PD,_T,_T,Percent,1,7.8
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,_T,Y40T44,_T,_T,_T,_T,_T,_T,Percent,1,12.8
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,_T,Y40T44,_T,_T,_T,PD,_T,_T,Percent,1,11.8
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,_T,Y45T49,_T,_T,_T,_T,_T,_T,Percent,1,12.4
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,_T,Y45T49,_T,_T,_T,PD,_T,_T,Percent,1,16.2
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,_T,Y50T54,_T,_T,_T,_T,_T,_T,Percent,1,10.7
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,_T,Y50T54,_T,_T,_T,PD,_T,_T,Percent,1,25.8
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,_T,Y55T59,_T,_T,_T,_T,_T,_T,Percent,1,12.5
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,_T,Y55T59,_T,_T,_T,PD,_T,_T,Percent,1,8.8
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,_T,Y60T64,_T,_T,_T,_T,_T,_T,Percent,1,12.1
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,_T,Y60T64,_T,_T,_T,PD,_T,_T,Percent,1,17.3
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,_T,Y_GE65,_T,_T,_T,_T,_T,_T,Percent,1,13.9
2015,G,8,8.5,8.5.2,SL_TLF_UEM,508,_T,Y_GE65,_T,_T,_T,PD,_T,_T,Percent,1,21.6
