Year,indicador-disponível,sériedescrição,província,sexo,idade,área-de-residência,nível-de-educação,ocupação,deficiência,composição-composta,quintil,unit,TIME_DETAIL,Value
2019,N,D26,508,_T,_T,_T,_T,_T,_T,_T,_T,Percent,2019,5.0
