Year,seriesdescription,area,sex,age,urbanisation,education-level,unit,scale,Value
2010,SH_ACS_UNHC,BI,_T,M12T23,_T,_T,,1,83.0
2010,SH_ACS_UNHC,BI,_T,M12T23,U,_T,,1,84.0
2010,SH_ACS_UNHC,BI,_T,M12T23,R,_T,,1,82.9
