Year,OBS_STATUS,UNIT_MULT,NATURE,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,ប្រចាំឆ្នាំ,ជាតិ,១៦.៩.១ សមាមាត្រនៃកុមារដែលបានចុះបញ្ជីកំណើត ជាមួយអាជ្ញាធរស៊ីវិល,ប្រទេសកម្ពុជា,ភាគរយ,2014,73.3
