Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,UNIT_MEASURE,UNIT_MULT,TIME_DETAIL,Value
2010,D26,BI,F,_T,_T,_T,NUMBER,0,2010,19.0
2010,D26,BI,M,_T,_T,_T,NUMBER,0,2010,12.0
