Year,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2009,2009,SI_HEI_TOTL,NUMBER,25.6
2010,2010,SI_HEI_TOTL,NUMBER,-4.7
2011,2011,SI_HEI_TOTL,NUMBER,-4.7
2017,2017,SI_HEI_TOTL,NUMBER,-8.59
