Year,REPORTING_TYPE,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2009,N,2009,SI_HEI_TOTL,NUMBER,25.6
2010,N,2010,SI_HEI_TOTL,NUMBER,-4.7
2011,N,2011,SI_HEI_TOTL,NUMBER,-4.7
2017,N,2017,SI_HEI_TOTL,NUMBER,-8.59
